antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'P0500'}),frozenset({'P0499'}),0.7850467289719626,0.7570093457943925,0.5981308411214953,0.7619047619047619,1.006466784244562,1.0,0.0038431304044020953,1.0205607476635514,0.029891304347825807,0.6336633663366337,0.020146520146520082,0.7760141093474426
frozenset({'P0438'}),frozenset({'P0590'}),0.9065420560747663,0.7476635514018691,0.6915887850467289,0.7628865979381443,1.020360824742268,1.0,0.0138003319067167,1.064201544087769,0.21351351351351283,0.7184466019417476,0.06032836960672004,0.843943298969072
frozenset({'P0590'}),frozenset({'P0438'}),0.7476635514018691,0.9065420560747663,0.6915887850467289,0.9249999999999999,1.020360824742268,1.0,0.0138003319067167,1.2461059190031143,0.07907907907907882,0.7184466019417476,0.19749999999999937,0.843943298969072
frozenset({'P0051'}),frozenset({'P0590'}),0.8130841121495327,0.7476635514018691,0.6635514018691588,0.8160919540229885,1.0915229885057471,1.0,0.05563804699100361,1.3720794392523366,0.4485915492957749,0.7395833333333333,0.2711792252022138,0.8517959770114942
frozenset({'P0590'}),frozenset({'P0051'}),0.7476635514018691,0.8130841121495327,0.6635514018691588,0.8875,1.0915229885057471,1.0,0.05563804699100361,1.66147455867082,0.33229003651538874,0.7395833333333333,0.39812499999999984,0.8517959770114942
frozenset({'P0590'}),frozenset({'P0364'}),0.7476635514018691,0.8691588785046729,0.6635514018691588,0.8875,1.0211021505376343,1.0,0.013712988033889428,1.163032191069574,0.08189880020865939,0.6960784313725491,0.14017857142857118,0.8254704301075269
frozenset({'P0364'}),frozenset({'P0590'}),0.8691588785046729,0.7476635514018691,0.6635514018691588,0.7634408602150538,1.0211021505376345,1.0,0.013712988033889428,1.066694987255735,0.15794768611670024,0.6960784313725491,0.06252489048187979,0.8254704301075269
frozenset({'P0261'}),frozenset({'P0590'}),0.8411214953271028,0.7476635514018691,0.6542056074766355,0.7777777777777778,1.0402777777777779,1.0,0.025329723119923098,1.135514018691589,0.24369747899159624,0.7,0.11934156378600838,0.8263888888888888
frozenset({'P0590'}),frozenset({'P0261'}),0.7476635514018691,0.8411214953271028,0.6542056074766355,0.875,1.0402777777777779,1.0,0.025329723119923098,1.2710280373831777,0.1534391534391532,0.7,0.21323529411764713,0.8263888888888888
frozenset({'P0103'}),frozenset({'P0590'}),0.8504672897196262,0.7476635514018691,0.6448598130841121,0.7582417582417582,1.0141483516483516,1.0,0.008996418901214054,1.0437553101104502,0.09329710144927508,0.676470588235294,0.04192104192104191,0.810370879120879
frozenset({'P0590'}),frozenset({'P0103'}),0.7476635514018691,0.8504672897196262,0.6448598130841121,0.8624999999999999,1.0141483516483516,1.0,0.008996418901214054,1.0875106202209002,0.05528717122920005,0.676470588235294,0.08046874999999966,0.810370879120879
frozenset({'P0333'}),frozenset({'P0590'}),0.8411214953271028,0.7476635514018691,0.6355140186915887,0.7555555555555555,1.0105555555555557,1.0,0.006638134334876367,1.032285471537808,0.06574394463667778,0.6666666666666666,0.03127572016460908,0.8027777777777778
frozenset({'P0590'}),frozenset({'P0333'}),0.7476635514018691,0.8411214953271028,0.6355140186915887,0.85,1.0105555555555557,1.0,0.006638134334876367,1.0591900311526479,0.0413943355119823,0.6666666666666666,0.05588235294117644,0.8027777777777778
frozenset({'P0500'}),frozenset({'P0590'}),0.7850467289719626,0.7476635514018691,0.6074766355140186,0.7738095238095237,1.034970238095238,1.0,0.02052581011442045,1.1155927201180518,0.15719063545150486,0.6565656565656566,0.10361552028218671,0.7931547619047619
frozenset({'P0590'}),frozenset({'P0500'}),0.7476635514018691,0.7850467289719626,0.6074766355140186,0.8125,1.0349702380952381,1.0,0.02052581011442045,1.1464174454828662,0.13390313390313374,0.6565656565656566,0.12771739130434792,0.7931547619047619
frozenset({'P0499'}),frozenset({'P0590'}),0.7570093457943925,0.7476635514018691,0.5981308411214953,0.7901234567901234,1.05679012345679,1.0,0.03214254520045423,1.2023089609675646,0.22115384615384645,0.6597938144329897,0.16826703246456326,0.7950617283950616
frozenset({'P0590'}),frozenset({'P0499'}),0.7476635514018691,0.7570093457943925,0.5981308411214953,0.7999999999999999,1.05679012345679,1.0,0.03214254520045423,1.214953271028037,0.21296296296296321,0.6597938144329897,0.17692307692307674,0.7950617283950616
frozenset({'P0664'}),frozenset({'P0590'}),0.7663551401869159,0.7476635514018691,0.5981308411214953,0.7804878048780487,1.04390243902439,1.0,0.025155035374268442,1.1495327102803736,0.1799999999999996,0.6530612244897959,0.1300813008130079,0.7902439024390243
frozenset({'P0590'}),frozenset({'P0664'}),0.7476635514018691,0.7663551401869159,0.5981308411214953,0.7999999999999999,1.0439024390243903,1.0,0.025155035374268442,1.1682242990654204,0.1666666666666663,0.6530612244897959,0.14399999999999982,0.7902439024390243
frozenset({'P0438'}),frozenset({'P0348'}),0.9065420560747663,0.7383177570093458,0.6728971962616822,0.7422680412371133,1.0053503849667231,1.0,0.003581098785920167,1.015327102803738,0.05694444444444443,0.6923076923076923,0.015095729013254577,0.8268302231502023
frozenset({'P0348'}),frozenset({'P0438'}),0.7383177570093458,0.9065420560747663,0.6728971962616822,0.9113924050632911,1.0053503849667231,1.0,0.003581098785920167,1.0547396528704938,0.02033730158730158,0.6923076923076923,0.051898734177214995,0.8268302231502023
frozenset({'P0333'}),frozenset({'P0348'}),0.8411214953271028,0.7383177570093458,0.6542056074766355,0.7777777777777778,1.0534458509142055,1.0,0.033190671674382055,1.177570093457944,0.3193277310924371,0.7070707070707071,0.15079365079365092,0.8319268635724332
frozenset({'P0348'}),frozenset({'P0333'}),0.7383177570093458,0.8411214953271028,0.6542056074766355,0.8860759493670886,1.0534458509142053,1.0,0.033190671674382055,1.3946002076843194,0.19387755102040824,0.7070707070707071,0.2829486224869692,0.8319268635724332
frozenset({'P0103'}),frozenset({'P0348'}),0.8504672897196262,0.7383177570093458,0.6542056074766355,0.7692307692307692,1.041869522882181,1.0,0.02629050572102365,1.1339563862928346,0.26874999999999977,0.7,0.11813186813186796,0.8276533592989288
frozenset({'P0348'}),frozenset({'P0103'}),0.7383177570093458,0.8504672897196262,0.6542056074766355,0.8860759493670886,1.041869522882181,1.0,0.02629050572102365,1.3125649013499476,0.15357142857142844,0.7,0.2381329113924048,0.8276533592989288
frozenset({'P0569'}),frozenset({'P0348'}),0.822429906542056,0.7383177570093458,0.6448598130841121,0.7840909090909091,1.0619965477560414,1.0,0.03764520918857539,1.2120019675356615,0.32875667429443145,0.7040816326530611,0.17491883116883114,0.8287543153049481
frozenset({'P0348'}),frozenset({'P0569'}),0.7383177570093458,0.822429906542056,0.6448598130841121,0.8734177215189873,1.0619965477560414,1.0,0.03764520918857539,1.4028037383177572,0.2230848861283642,0.7040816326530611,0.28714190539640244,0.8287543153049481
frozenset({'P0261'}),frozenset({'P0348'}),0.8411214953271028,0.7383177570093458,0.6261682242990654,0.7444444444444445,1.008298171589311,1.0,0.0051532884968119586,1.0239739943112558,0.05179982440737499,0.6568627450980392,0.023412698412698597,0.7962728551336147
frozenset({'P0348'}),frozenset({'P0261'}),0.7383177570093458,0.8411214953271028,0.6261682242990654,0.8481012658227848,1.008298171589311,1.0,0.0051532884968119586,1.0459501557632398,0.031449893390191955,0.6568627450980392,0.04393149664929253,0.7962728551336147
frozenset({'P0051'}),frozenset({'P0348'}),0.8130841121495327,0.7383177570093458,0.616822429906542,0.7586206896551724,1.0274989087734614,1.0,0.0165079919643637,1.0841121495327102,0.14318181818181816,0.6599999999999999,0.07758620689655168,0.797031863814928
frozenset({'P0348'}),frozenset({'P0051'}),0.7383177570093458,0.8130841121495327,0.616822429906542,0.8354430379746836,1.0274989087734614,1.0,0.0165079919643637,1.1358734723220707,0.10227272727272727,0.6599999999999999,0.11962025316455711,0.797031863814928
